,Job title,Location,Date,Link,Job Attributes,Job description
44,"Family Partner - Part Time *$1,000 Sign-On Bonus*  #5597",Milford metro west ,Feb  2,https://boston.craigslist.org/bmw/npo/d/upton-family-partner-part-time-1000/7440900742.html,"
compensation: Competitive

employment type: full-time

non-profit organization

","

QR Code Link to This Post


*$1,000.00 Sign-On Bonus: $500 after 30 days and $500 after 4 months of service.*

    Effective 9/22/21 - eligible applicants on or after 9/22/21; Internal transfers do not qualify for sign-on bonus.



    We make a difference - in your community and in your career.



    Family Partner





    We are seeking a Family Partner for our new Adult Community Clinical Services (ACCS) program!



    ACCS Integrated Teams provide clinical interventions and peer and family support to facilitate engagement, support functioning and maximize symptom stabilization and self-management of individuals and to assist individuals in developing skills, establishing natural supports and resources to live successfully in the community.



    As a member of the ACCS Integrated Team, the Family Partner will work as a member of Persons’ Served Primary Team  to inspire  hope  that  recovery  is possible  through  individual, family,  and group  conversations,  assisting families in learning about and accessing recovery resources and natural supports.



    The Family Partner will provide direct support to Persons engaged in services and their family. As a Family Partner you will:

        Serve as a role model for families for effective interactions
        Support families to identify their own future vision of what their family can be
        Share own experiences to guide families in supporting their adult children throughout appropriate developmental phases



    To learn more about this incredible position follow this link: Family Partner's at Riverside
Required Skills

        Excellent written and verbal communication skills (in the English language) required
        Demonstrated ability to participate effectively in a team of staff required
        Must have a valid driver's license, regular access to a reliable vehicle and be willing to provide transportation to persons served in personal vehicle, as needed, required


Required Experience

        Experience of having provided support for family member with mental health needs required
        Related work experience and ability to articulate wellness/recovery values and principles required
        Must have either a college degree or a high school diploma/GED and at least 6 months relevant experience



Riverside Community Care is dedicated to respect, integrity and engagement of all individuals. We are committed to building an inclusive and culturally competent organization and we value the richness of having a diverse applicant pool. As an employer committed to equal opportunity, all qualified applicants will receive consideration for employment without regard to race, age, color, religion, gender, marital status, sexual orientation, military status, national origin, disability, or any other characteristic as established by law.

Apply today!
https://riversidecc-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobinfo&jobid=5597&source=ONLINE&JobOwner=992464&company_id=16709&version=1&byBusinessUnit=NULL&bycountry=0&bystate=0&byRegion=NULL&bylocation=NULL&keywords=&byCat=36329&proximityCountry=&postalCode=&radiusDistance=&isKilometers=&tosearch=yes&city=
"
45,RN/Healthcare Supervisor,Randolph south shore ,Feb  2,https://boston.craigslist.org/sob/npo/d/randolph-rn-healthcare-supervisor/7440859275.html,"
compensation: $85,000 per year

employment type: full-time

job title: Registered Nurse (RN)

non-profit organization

","

QR Code Link to This Post


Looking for a rewarding and creative work environment?

As the RN/Healthcare Supervisor, you will coordinate, monitor and support the healthcare and physical needs of people served while ensuring that services provided are in compliance with Mass Health, DDS, ICARF, DPH and agency policy and procedures.

Schedule: Monday-Friday (8AM-4:30PM)   No On-Call / Weekends

Generous Benefits Package:

Health, Dental and Vision Insurance.
4 weeks of Paid Time Off annually, 5 weeks after 2 years and 6 weeks after 5 years.
11 Paid Holidays.
Paid Birthday Day off.
$1,000 Employee Referral Bonus with no annual cap.
Employer Paid Life Insurance, Short and Long Term Disability Insurance.
403 (b) Retirement Plan.
Flexible Spending Account/Dependent Care Account.
Professional Development and Education Assistance.
Free BJ’s Wholesale Club Membership.
Free on-site parking.

Responsibilities:
Provide oversight of treatment as recommended by a Licensed Therapist and Primary Care Physician(PCP) orders.
Ability to work collaboratively as a member of the interdisciplinary treatment team and attend scheduled meetings.
Participate in completing severity profiles, establish medical plans of care, and document monthly and semi-annual progress, participate in program referrals and discharges process.
Conduct in-service training for staff on medical topics including, but not limited to, Medication Administration Program(MAP) and Blood Borne Pathogens/Universal Precautions, Seizure Protocols, Dietary Needs and Individual Needs.
Assist and attend to personal care needs/ADL’s for people served as needed.
Provide on-going supervision and job performance evaluation for the Licensed Practical Nurse(LPN).
Participate in Day Hab Service Plan (DHSP) development and meetings.
Review and ensure that both electronic and paper medical records such as annual updates of physical examinations, emergency treatment forms, doctors’ orders are current and meet established guidelines.
Provide physical support, assistance with lifting and transferring people served as needed.
Monitor Day Hab lunch as assigned and ensure that individual adaptive equipment, protocols and diets are followed.
Supervise daily operations of the Day Hab program in the absence of Program Director and Day Hab Service Manager.
Perform other work related duties as assigned by supervisor.

Qualifications:
Current license as a Registered Nurse in Massachusetts.
Have at least 2 years of nursing experience.
Demonstrated ability to work both independently and collaboratively with a culturally diverse population of individuals, co-workers, care providers, family, community members and others.
Demonstrated ability to handle multiple responsibilities in a fast-paced and challenging environment.
Ability to lift up to 50 pounds as needed.
Valid driver’s license and acceptable driving record is required.
Pass criminal background check (CORI) and National Fingerprint Background Check.
"
46,Direct Support Professional (DSP)-Day Hab,Randolph south shore ,Feb  2,https://boston.craigslist.org/sob/npo/d/randolph-direct-support-professional/7440857023.html,"
compensation: $17 Per Hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Are you looking for a rewarding and creative work environment?

We are seeking to hire Direct Support Professionals looking for a fulfilling career to join us and be part of a dynamic team making a difference in the lives of people served.  At GROW Associates, Inc. we are committed to providing quality opportunities for people we serve guided by the values of respect, dignity and independence.


Schedule: Monday – Friday 8am- 4pm

Generous Benefits Package:

Health, Dental and Vision Insurance.
4 weeks of Paid Time Off annually, 5 weeks after 2 years and 6 weeks after 5 years.
11 Paid Holidays.
Paid Birthday Day off.
$1,000 Employee Referral Bonus with no annual cap.
Employer Paid Life Insurance, Short and Long Term Disability Insurance.
403 (b) Retirement Plan.
Flexible Spending Account/Dependent Care Account.
Professional Development and Education Assistance.
Free BJ’s Wholesale Club Membership.
Free on-site parking.

Responsibilities:

Advocate and protect the rights and interests of people served.
Assist with activities of daily living (toileting, bathing, nutritional needs, etc.)
Ensure and promote ongoing health and safety.
Participate in developing and implementing support plans based on each person’s needs and goals.
Provide opportunities for learning and development of new skills.
Participate in various structured group/individual activities and offer meaningful choices to people served.
Attend all required trainings and meetings.
Perform other duties as assigned.

Qualifications:

High School Diploma or GED.
Experience working with individuals with disabilities/or willingness to learn.
Ability to work both independently and collaboratively within a culturally diverse population of individuals, co-workers, family members and community members.
Ability to read and write clear, concise and accurate daily reports and documentation.
Ability to lift up to 50 pounds as needed.
Valid driver’s license and acceptable driving record are required.
Pass criminal background check (CORI) and National Fingerprint Background Check.

For more information and to apply, please visit  https://grow-associates.org

"
47,Case Manager-CBDS/VOC,Randolph south shore ,Feb  2,https://boston.craigslist.org/sob/npo/d/randolph-case-manager-cbds-voc/7440856261.html,"
compensation: $18 Per Hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Are you looking for a rewarding and creative work environment?

We are seeking to hire a Case Manager to be part of our dynamic team making a difference in the lives of people served.  At GROW, we are committed to providing quality opportunities for people we serve guided by the values of respect, dignity and independence.


Schedule: Monday –Friday 8am-4.30pm

 Generous Benefits Package:

Health, Dental and Vision Insurance.
4 weeks of Paid Time Off annually, 5 weeks after 2 years and 6 weeks after 5 years.
11 Paid Holidays.
Paid Birthday Day off.
$1,000 Employee Referral Bonus with no annual cap.
Employer Paid Life Insurance, Short and Long Term Disability Insurance.
403 (b) Retirement Plan.
Flexible Spending Account/Dependent Care Account.
BJ’s Wholesale Club Membership.
Professional Development and Education Assistance.
Free on-site parking.

Responsibilities:

Train and assist staff to support people served work towards achieving their identified goals.
Provide case management and skills training support to people served in areas such as self-care, self-preservation, advocacy, communication, decision-making, and activities of daily living.
Audit case records for assigned caseload on a regular basis to ensure compliance with DDS and agency standards.
Participate in developing, implementing and monitoring treatment plans, completing all necessary programmatic documentation and reporting significant concerns to program management in a timely manner.
Assist with running  group activities on site and in the community as needed.
Act as an advocate for the people we serve.
Develop and maintain positive relationships with guardians, family members and other service providers.
Perform other related work duties as assigned.

Qualifications:

Bachelor’s Degree in Human Services or related field preferred.
Direct Care experience working with individuals with Intellectual/Developmental Disabilities and at least one year of case management experience.
Excellent organizational, communication, and writing skills.
Demonstrated ability to work both independently and collaboratively with a culturally diverse population of individuals, co-workers, care providers, family, community members and others.
Ability to write clear, concise and accurate documentation.
Ability to lift 30 pounds as needed.
Valid driver’s license and acceptable driving record is required.
Current First Aid, CPR and Crisis Intervention certificates or be able to obtain these within thirty (30) days of hire.
Pass criminal background check(CORI) and National Fingerprint Background Check.

For more information and to apply, please visit https://grow-associates.org/jobs-listing/case-manager-cbds-voc/
"
48,Human Resources Administrative Assistant,Boston boston/cambridge/brookline ,Feb  1,https://boston.craigslist.org/gbs/npo/d/boston-human-resources-administrative/7440463568.html,"
compensation: To Be Determined

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Bay Cove Human Services has been recognized by the Boston Globe as one of the Top Places to Work in 2021. This is the sixth year that Bay Cove has been acknowledged for this distinction.  

Req #614

Do you enjoy being part of a team devoted to ensuring employees are getting great benefit customer service?  Do you have administrative office experience, including great Excel skills?  Do you want to be a part of an organization that has been voted as one of the Boston Globe’s Best Places to Work?  If your answers are yes, this may be the position for you

Bay Cove Human Services partners with people to overcome challenges and realize personal potential.  We are looking for a Human Resources Administrative Assistant  to support the Benefits & Wellness Team in all operational and educational functions, including monthly reconciliation of insurance invoices, assisting employees with benefits enrollment, and the promotion of new and existing benefits and wellness programs to the Bay Cove workforce. 

What you will do:

Work with employees and the Benefits & Wellness Team to ensure employees are understanding their benefits, taking advantage of benefits offered and assisting with answering benefits and wellness questions. 

Assist in the administration of various employee benefits programs including group health, flexible spending accounts, health reimbursement accounts, dental, vision, accident, disability and life insurance.

Maintain employee benefit records in HRIS ensuring benefits changes and enrollments are entered appropriately for vendor data transfers and payroll deduction.

Verify and reconcile all monthly group insurance plans and premium invoices and submit for payment approval.

Support the Benefits & Wellness team in presenting information and answering questions for employees during New Hire Orientation.

Quality check all status changes for employees becoming eligible for benefits.

Other duties as assigned.

What you will bring:

Demonstrated skills in reviewing and reconciling data for accuracy. 

Ability to analyze data using tools such as Excel.

Highly organized, detail oriented, and ability to multitask.

Ability to manage multiple projects.

Creative approach to designing and updating communication materials.

Strong communication skills (written and verbal)

High proficiency in Word, Excel, and PowerPoint

Associates Degree required or Bachelors of Sciences or Arts preferred  Will consider candidates with related experience.

A COVID-19 vaccination is a requirement of the position. One COVID-19 shot is acceptable, contingent on the individual receiving the second shot within the allotted time frame.
    "
49,Fight the Climate Crisis! Campaign Staff Needed! -  $21-$27/hr,Boston boston/cambridge/brookline ,Feb  1,https://boston.craigslist.org/gbs/npo/d/boston-fight-the-climate-crisis/7440436313.html,"
compensation: $21-27/hr. We offer overtime pay, paid training, regular raises, sick pay, healthcare for full-time staff and bonuses for friend referrals.

employment type: employee's choice

","

QR Code Link to This Post


Canvass on Behalf of Greenpeace
Hiring Immediately -  $21-27/hr, Full-time & Part-time

Help Up Build Support for the Nation’s Leading Environmental Group! 
Greenpeace is bringing people together to protect the environment. If you want to combat the climate crisis, protect forests, expand renewable energy, or promote environmental justice, join us!  We are building support and fundraising on behalf of Greenpeace to ensure they have the resources to save our planet for future generations.  Our top campaign right now is building support to pass the Climate Bill through Congress.  We have seen the wildfires and storms and other devastating effects

Get paid well! Staff should expect to earn $21-27/hour.  We offer overtime pay, paid training, regular raises, sick pay, healthcare for full-time staff and bonuses for friend referrals.

Stay Safe!  We have strict health and safety protocols that include a contactless approach to campaign work. We provide all of the training and Personal Protective Equipment (PPE) you will need. 

Apply here: https://www.wave-fundraising.com/apply-now/?SC=CraigslistF2F

Location: Boston, MA

We are hiring immediately, all positions are year-round with possibilities for advancement. Shifts run from 2:30pm - 10:00pm Monday-Friday with the possibility to work part-time or full-time.

Canvasser Responsibilities:
- Engage with the public in a friendly and professional manner
- Deliver a compelling campaign story, sign up members and generate donations for Greenpeace
- Participate in staff trainings to improve your outreach skills
- Strictly follow our health and safety protocols

The ideal candidate:
-Passionate about environmental issues and combating the climate crisis
-Strong communication skills; you should enjoy working with other people and be willing and excited to speak with everyone
-Hard worker who will stay motivated to engage as many people as possible
-Open to new challenges and are interested in building their campaign skills
-Culturally competent and able to respectfully engage with teammates and the community

Prior canvassing experience is a plus but not required.
Pay: Expect hourly rate - $17-$25. We offer overtime pay, paid training, regular raises, sick pay, healthcare for full-time staff and bonuses for friend referrals.

Apply here: https://www.wave-fundraising.com/apply-now/?SC=CraigslistF2F

We are committed to equity, inclusion, and anti-racism. We are an equal opportunity employer and we strongly encourage Black, indigenous, people of color, women, people with previous felony convictions, members of the LGBTQIA+ community, and others who identify with underrepresented groups to apply.
"
50,Elder Protective Services Social Worker,"Waltham, MA boston/cambridge/brookline ",Feb  1,https://boston.craigslist.org/gbs/npo/d/waltham-elder-protective-services/7440283953.html,"
compensation: Pays $30.77/hr. ($60k annually)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking a positive and energetic team member to join our Protective Services Department! 
Pays $30.77/hr. ($60k annually).
POSITION DESCRIPTION
As a Protective Services Social Worker you will investigate reports of abuse, neglect, financial exploitation, and self-neglect of older adults to determine if there is a reasonable cause to substantiate the report. You will respond to emergency and crisis situations, conduct assessment of capacity and functional abilities as well as arrange for the delivery of services to alleviate substantiated allegations.
You must be flexible as each day is different and one call can change all your plans. You must have excellent writing skills as there is a fair amount of documentation. Organization is key if you're going to be successful and a good sense of humor never hurts. 
QUALIFICATIONS

Master's degree in Social Work or related field with one year experience in counseling or case management; or a Bachelor's degree in Social Work or related field with two years experience in counseling or case management.
Experience with crisis intervention, elders, and/or investigations.
Ability to independently organize work, take initiative, and meet deadlines.
Applicant must have a reliable car, current driver's license, and safe driving record.

GENEROUS BENEFITS

3 weeks of vacation in first year
Birthday off
12 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450hrs/12weeks)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Flexible Work Options available after 6 months for most positions; alternate start time between 8:00 and 9:30 a.m., 4 day work week, 4.5 day work week, telecommuting work option, remote work option
Employee referral bonuses
Free parking 
Commitment to promoting from within

COMPANY PROFILE
At Springwell, we are dedicated to our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also committed to our employees. We are focused on creating a supportive, open environment that values the people who make a difference - each, and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities.
Throughout the COVID-19 pandemic, Springwell has remained open and operational. We have continued to provide in-home services to individuals in a safe manner based on our consumer directed philosophy. We have also created a hybrid work model for staff that seeks to balance the needs of the agency with flexibility for staff.
We believe in and are looking for new staff who embrace:

Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.

Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Ashland, Dover, Framingham, Holliston, Hopkinton, Natick, Sherborn, Sudbury, Wayland, Boston, Westwood, Case Manager, Case Management, Housing, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, LICSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Protective Services, PS, Crisis Intervention, Crisis, Investigator, Criminal Justice, Counseling, Abuse, Neglect

If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://www.applicantpro.com/openings/springwell/jobs/2206464-143011
 "
51,Field Interviewer, boston/cambridge/brookline ,Jan 31,https://boston.craigslist.org/gbs/npo/d/dorchester-center-field-interviewer/7440002548.html,"
compensation: 19.25

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Apply Here: https://careers.norc.org/en-us/listing/

NORC AT THE UNIVERSITY OF CHICAGO:

NORC at the University of Chicago is an objective, non-partisan research institution that delivers reliable data and rigorous analysis to guide critical programmatic, business, and policy decisions. Since 1941, our teams have conducted groundbreaking studies, created and applied innovative methods and tools, and advanced principles of scientific integrity and collaboration. Today, government, corporate, and nonprofit clients around the world partner with us to transform increasingly complex information into useful knowledge.

Job status - Part-time, Temporary, Flexible

Buscamos entrevistadores bilingües para una encuesta en la comunidad Hispana. Ayude que la comunidad Latina sea representada.

Bilingual English/Spanish speakers strongly encouraged to apply.

IDEAL CANDIDATES:

What we look for in a Field Interviewer.

We are looking for outgoing and engaging people who have a background conducting field interviews, collecting data, providing customer service, working in restaurants, retail stores, or any type of sales positions, and/or other public facing employment. If you are self-motivated, like to speak with all kinds of different people, and share our commitment to objective, high-quality research, then you can help us make meaningful contributions that impact our nation.

You will be instrumental in helping NORC make sure our study participants’ voices are heard.

NORC is an objective, nonpartisan research organization that delivers insights and analysis decision-makers trust. We are passionate about giving people a chance to share their opinions and experiences so that our clients and the public can be informed and make decisions based on the highest quality data we can provide. NORC’s field interviewing team makes this possible.

As a Field Interviewer, you will call and visit people at their place of residence, introduce them to NORC and the study you are assigned to, and then complete an interview with them. Some of these people will have experiences and opinions similar to your own. Others will have different perspectives. By giving each person a chance to participate, being a careful listener, and applying the interviewing techniques you will learn in training, you will help make sure the data we collect from each person is accurate. As you give people a chance to be heard, it will give you a sense of pride and achievement in knowing that the work you do for NORC contributes to our high standards for quality and objectivity for which we are known in the research industry.

LEARN MORE ABOUT NORC’S UPCOMING PROJECTS:

You can read more about AmeriSpeak at: https://amerispeak.norc.org/

You can read more about General Social Survey (GSS) at: https://www.norc.org/Research/Projects/Pages/general-social-survey.aspx

You can read more about National Social Life, Health, and Aging Project (NSHAP) at: https://www.norc.org/Research/Projects/Pages/national-social-life-health-and-aging-project.aspx

You can read more about Survey of Consumer Finances (SCF) at: https://www.norc.org/Research/Projects/Pages/survey-of-consumer-finances-SCF.aspx .

TRAINING AND WORK SCHEDULES:

NORC will provide online paid training to ensure you have the tools you need to be a successful Field Interviewer. Once training has been completed, you will start interviews and data collection.

Work is part-time, temporary, and flexible.
Generally, you will work 20-25 hours per week. Most interviewers work 2-3 weekday evenings (usually between 4 and 9 PM) and one afternoon or evening on the weekend. The most effective interviewers devote 4-6 hours to NORC on the days they work. If you can meet the expectations of this timetable, then you can set your own schedule.

We expect the work to continue throughout 2022. However, project duration is often contingent upon current case load levels. Those who are successful may be considered to work on other studies.

REQUIREMENTS FOR FIELD INTERVIEWERS:

NORC will require proof of full vaccination for COVID-19 before you begin work in the field.

Present evidence of identity and authorization to work in the United States (I-9 documentation).

Have a valid driver’s license with unlimited use of an automobile in working condition, and present proof of auto liability insurance. (Exceptions may be made for applicants from major urban centers with reliable public transportation.)

Attend paid online training sessions.

Have a High School diploma or equivalent.

Ability to carry a tablet, survey documents, and supplies.

EEO STATEMENT:

NORC is an affirmative action, equal opportunity employer that values and actively seeks diversity in the workforce. NORC evaluates qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, sexual orientation, gender identity, and other legally- protected characteristics.

Apply with us online today for immediate consideration!

***ONLY THOSE WHO APPLY ONLINE WILL BE CONSIDERED FOR THIS POSITION!***

We look forward to hearing from you!
    "
52,Day Program Instructor (Immediately Hiring - $1000 sign-on bonus!!!),Canton boston/cambridge/brookline ,Jan 27,https://boston.craigslist.org/gbs/npo/d/canton-day-program-instructor/7438259416.html,"
compensation: $17 per hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post





$1000 SIGN-ON BONUS FOR THIS POSITION!!!



Males strongly encouraged to apply! 

Position Summary:
The CHAI Works Day Program is a fast-paced and fun program for adults with mild to moderate developmental disabilities, such as autism and Down syndrome. We are looking for energetic, compassionate, and dedicated direct care staff to join our team. This position is great for someone who has work/volunteer/lived experience, or who is eager to enter the field and learn.

 Benefits: 
•	$1000 Sign-on bonus for this position!
•	Competitive Salary, hourly rate starts at $17
•	Paid time off including 22 days of vacation, national holidays, and some Jewish holidays.
•	Medical, Dental, Vision.
•	Robust online training as well as onsite training opportunities.
•	Opportunities to grow and advance career within the organization.

 Requirements: 
•	A valid driver's license and a reliable, insured vehicle.
•	We mainly use program-owned vans for transportation of participants, however using personal cars is occasionally required.    
•	Excellent teamwork skills, the ability to take initiative, and strong interpersonal/communication skills.
•	This is a day shift position; Generally from 8am – 4pm Monday - Friday

 Your workday will include: 
•	Supporting participants to volunteer, exercise, and do other fun activities through the community.
•	Leading group sessions with participants focusing on life-long learning, hobby, recreational, and communication skills.
•	Working with participants on personal development, social skills, and communication. 
•	Utilizing redirection, conflict resolution, and verbal de-escalation methods, when needed
•	Managing a case load of about 6 participants. Includes maintaining professional communication with families/guardians; development of participants' annual goals and documentation in accordance with agency/state guidelines.

 Feel Safe While Working at JF&CS: 
Great safety consideration, planning, and procedures went into the re-opening of in-person day programming in August and the programs have been running smoothly. We put health and safety first with physically distant interactions with staff and participants. Staff members run educational and fun groups on-site, and during non-pandemic times, take participants out into the community to volunteer, work out, and do other fun activities.


JF&CS is an equal opportunity employer who serves and employs people of all cultures and faith traditions and highly values diversity, equity and inclusion. Employment opportunities are available to all without regard for race, color, national or ethnic origin, religion, age, sex, gender, gender identity and expression, sexual orientation, marital status, veteran status, disability.



Jewish Family & Children's Service cares for individuals and families by providing exceptional human service and health care programs, guided by Jewish traditions of social responsibility, compassion, and respect for all members of the community.

JF&CS believes in developing talent and offers extensive opportunities for promotion for highly qualified employees. JF&CS offers an excellent work environment with competitive salary and a benefit package including generous paid time off, health and dental insurance, 403(b) retirement plan, and employee referral bonuses.  

We regret that we cannot take phone calls regarding this position. JF&CS is an Equal Opportunity Employer. 


keywords: education, SPED, special education, learning disabilities, LD, ED, BD,  entry level, special needs, moderate, severe, behavior, ABA, behavioral, specialist, supervisor, advocate, paraprofessional, teaching, teacher assistant, aid, aide, metro west, Boston, student, employment, summer job, MAP Certified, educator, educate, social work, psychology,  sociology, BSW, MSW, graduate, therapist, therapy, training, assist, practicum, DMH, DMR.,  mental health, family, families, human service, nonprofit, non-profit, private, non profit, not for profit, counselor, counseling, residential, milieu, mileu, group, supervisory, program manager, medical, disorder, delay, MR, mental retardation, Personal Care, ADLs, activities of daily living, ISPs, individualized support plans, treatment plans, treatment, group living, supportive living, community living, independent living, support services, case management, dual diagnoses, recreational, recreation, LICSW, LCSW, LMHC, MSW, MA, MS, direct service professional, counselor, residential counselor, social worker, habilitation specialist, direct care counselor, human services, social services, social work, direct care, sociology, psychology, philosophy, peace studies, urban affairs, health sciences, health services, liberal arts, developmental disabilities, mental health, behavioral health, autism, behavioral, developmental, disability, metal illness, therapy Social Worker, masters level clinician, Brighton, Newton, Westin, Waltham, Allston, Cambridge, Lincoln, Belmont, Lexington, Watertown

"
53,Day Program Instructor (Immediately Hiring - $1000 sign-on bonus!!!),Waltham boston/cambridge/brookline ,Jan 27,https://boston.craigslist.org/gbs/npo/d/waltham-day-program-instructor/7438257176.html,"
compensation: $17 per hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post





$1000 SIGN-ON BONUS FOR THIS POSITION!!!



Males strongly encouraged to apply! 

Position Summary:
The CHAI Works Day Program is a fast-paced and fun program for adults with mild to moderate developmental disabilities, such as autism and Down syndrome. We are looking for energetic, compassionate, and dedicated direct care staff to join our team. This position is great for someone who has work/volunteer/lived experience, or who is eager to enter the field and learn.

 Benefits: 
•	$1000 Sign-on bonus for this position!
•	Competitive Salary, hourly rate starts at $17
•	Paid time off including 22 days of vacation, national holidays, and some Jewish holidays.
•	Medical, Dental, Vision.
•	Robust online training as well as onsite training opportunities.
•	Opportunities to grow and advance career within the organization.

 Requirements: 
•	A valid driver's license and a reliable, insured vehicle.
•	We mainly use program-owned vans for transportation of participants, however using personal cars is occasionally required.    
•	Excellent teamwork skills, the ability to take initiative, and strong interpersonal/communication skills.
•	This is a day shift position; Generally from 8am – 4pm Monday - Friday

 Your workday will include: 
•	Supporting participants to volunteer, exercise, and do other fun activities through the community.
•	Leading group sessions with participants focusing on life-long learning, hobby, recreational, and communication skills.
•	Working with participants on personal development, social skills, and communication. 
•	Utilizing redirection, conflict resolution, and verbal de-escalation methods, when needed
•	Managing a case load of about 6 participants. Includes maintaining professional communication with families/guardians; development of participants' annual goals and documentation in accordance with agency/state guidelines.

 Feel Safe While Working at JF&CS: 
Great safety consideration, planning, and procedures went into the re-opening of in-person day programming in August and the programs have been running smoothly. We put health and safety first with physically distant interactions with staff and participants. Staff members run educational and fun groups on-site, and during non-pandemic times, take participants out into the community to volunteer, work out, and do other fun activities.


JF&CS is an equal opportunity employer who serves and employs people of all cultures and faith traditions and highly values diversity, equity and inclusion. Employment opportunities are available to all without regard for race, color, national or ethnic origin, religion, age, sex, gender, gender identity and expression, sexual orientation, marital status, veteran status, disability.



Jewish Family & Children's Service cares for individuals and families by providing exceptional human service and health care programs, guided by Jewish traditions of social responsibility, compassion, and respect for all members of the community.

JF&CS believes in developing talent and offers extensive opportunities for promotion for highly qualified employees. JF&CS offers an excellent work environment with competitive salary and a benefit package including generous paid time off, health and dental insurance, 403(b) retirement plan, and employee referral bonuses.  

We regret that we cannot take phone calls regarding this position. JF&CS is an Equal Opportunity Employer. 


keywords: education, SPED, special education, learning disabilities, LD, ED, BD,  entry level, special needs, moderate, severe, behavior, ABA, behavioral, specialist, supervisor, advocate, paraprofessional, teaching, teacher assistant, aid, aide, metro west, Boston, student, employment, summer job, MAP Certified, educator, educate, social work, psychology,  sociology, BSW, MSW, graduate, therapist, therapy, training, assist, practicum, DMH, DMR.,  mental health, family, families, human service, nonprofit, non-profit, private, non profit, not for profit, counselor, counseling, residential, milieu, mileu, group, supervisory, program manager, medical, disorder, delay, MR, mental retardation, Personal Care, ADLs, activities of daily living, ISPs, individualized support plans, treatment plans, treatment, group living, supportive living, community living, independent living, support services, case management, dual diagnoses, recreational, recreation, LICSW, LCSW, LMHC, MSW, MA, MS, direct service professional, counselor, residential counselor, social worker, habilitation specialist, direct care counselor, human services, social services, social work, direct care, sociology, psychology, philosophy, peace studies, urban affairs, health sciences, health services, liberal arts, developmental disabilities, mental health, behavioral health, autism, behavioral, developmental, disability, metal illness, therapy Social Worker, masters level clinician, Brighton, Newton, Westin, Waltham, Allston, Cambridge, Lincoln, Belmont, Lexington, Watertown

"
